Hot_Talking	2310 1312 1594 2002 1461 1018 1829 2385 726 1023 2563 1565 2060 2468 578 135 733 1289 979 1276 402 2031 1177 1585 2109 1666 986 1542 1445 1742 2146 1148
PostModern_Talking	994 1106 529 1233 89 1126 58 133 1149 1668 2312 2424 2131 208 768 1805 453 528 2467 359 1287 1399 183 887 1163 2200 1771 1846 1442 1961 1966
Surreal_Games	1993 1126 309 310 2555 2317 2018 1982 1415 252 582 1064 460 1739 1144 2255
Loud_Sports	2004 311 902 1766 161 2612 280 2291 1167 769 2581 1669 1692 1775 738 1343
Hot_Show	1418 722 1967 1131 611 322 975 2433 248 2142 575 1441 1550 1779 2395 1041
Loud_Show	642 2269 432 1084 1685 611 1031 2460 1692 1654 2000 432 441 1661 416 1401
PostModern_Show	48 1904 1922 347 2238 727 2299 613 1949 290 1122 990 2215 2628 685 2440
Almost_Talking	584 995 2328 2006 934 284 322 2292 2626 1224 411 1532 238 1549 477 1744 1782 2119 2453 1761 948 1075 2408 382 1937 1571 1609 29 363 1304 491 2535
Dumb_News	1921 2618 2379 1223 2298 257 2090 786 1121 634 2356 497 684 2084 106
Cold_News	2111 1157 1964 1423 1526 1867 1268 1578 682 1282 1978 882 837 438 1393 1592
Surreal_Talking	2081 2253 182 2570 240 2419 1421 496 904 1002 559 2577 506 835 1132 1465 467 1601 2009 1326 883 842 1398 2508 178 2570 1572 1925 2333 2218 1775
Cold_Sports	110 2085 1633 1826 487 2351 1344 1389 1937 101 1610 1100 1500 1551 1987 1366
Dumb_Talking	1365 877 2321 1267 750 629 815 1667 114 2068 2328 349 1793 2301 1784 527 713 2630 1077 1540 1800 1383 200 2199 1682 1490 1676 2102 549 2574 207 1281
Cold_Talking	297 489 2451 963 409 1384 1385 1043 1192 1791 53 600 2562 577 2650 643 644 799 948 1902 164 214 2176 2463 1909 399 400 910 1059 1516 2405 2100
Loud_Talking	2008 2538 1466 674 712 1830 2164 904 91 2064 770 1939 867 1282 1320 1799 2133 2293 1480 1465 171 2547 1475 1251 1289 561 895 1694 881 2073 779
Surreal_Cooking	88 85 1529 481 2167 980 1758 2634 805 432 2653 236 331 1697 2105 1131
Loud_Cooking	1374 2271 50 2616 1640 1982 2240 1439 2017 2248 1951 1002 840 2625 2217 713
PostModern_Sports	46 2640 2017 148 2273 1648 692 2412 1466 1248 2327 1087 1103 441 1927 95
Dumb_Games	173 230 554 1148 1956 2272 1264 452 2111 1428 679 1162 1415 1583 2462 577
PostModern_Games	195 902 1352 2221 2274 1797 1581 1747 912 1249 2476 1976 438 2514 1928 244
Hot_Sports	2495 1457 1205 2043 1799 1612 361 1458 2509 916 516 614 1924 1626 2447
Surreal_Sports	422 1899 235 2036 2205 1314 945 1340 2360 470 360 2050 1664 625 2143 1465
Almost_News	1621 2403 1453 434 703 1448 313 996 1894 530 1985 2483 2456 1721 1067 1528
Baked_Games	1986 617 414 1213 1697 180 1864 1590 1963 2518 1427 413 2340 157 1138 2603
Baked_Sports	209 857 657 1400 1178 1456 2033 1407 2221 2425 2632 156 2228 841 974 755
Surreal_Show	1823 2194 1035 2166 831 869 672 1359 431 2504 1974 996 2251 2104 982 2298
PostModern_News	2347 1366 50 609 319 115 57 1652 1288 714 1433 1659 2331 1683 2032 408
Hourly_Show	495 231 1293 1246 1760 2310 2188 1475 1286 948 1640 2370 1515 474 278 1822
Cold_Cooking	1788 2631 1418 930 1795 1047 2387 1529 544 1054 803 2498 1143 2430 810 914
Almost_Show	687 1104 2589 2527 694 2147 931 499 2070 2154 1974 1468 42 903 1981 2511
Loud_Games	465 673 1681 2642 102 2493 1281 1650 1404 2130 474 1250 412 805 111 443
Baked_Cooking	2410 397 2583 1695 1270 959 1147 777 315 2446 1709 1968 2024 1491 569
PostModern_Cooking	900 1054 443 977 278 1579 1449 1761 2579 957 1974 140 736 631 1352 665
Almost_Sports	228 1614 773 1222 1234 2398 447 600 1759 777 1231 274 1137 1302 2237 1058
Surreal_News	83 1231 1330 870 2088 1756 2336 1654 1762 1134 234 33 2546 808 2239 558
Almost_Cooking	984 106 370 2084 1250 2444 2560 907 1627 83 2271 470 450 460 2537 181
Loud_News	1159 2083 1985 824 241 1128 845 1386 1432 210 2517 246 1994 1401 1599 1918
Hourly_Talking	1339 439 1291 1798 948 1461 2609 383 1013 2629 669 621 1473 1838 988 649 1797 2340 343 184 851 661 1513 1026 176 2606 1127 2522 525 224 891 2476
Baked_Talking	246 2653 1396 1469 582 2191 527 2361 2066 2327 996 847 2217 89 1829 740 1703 484 189 521 1817 2094 837 1265 378 1490 2453 1305 1010 1768 437 643
Hourly_Sports	31 1167 645 1269 1517 27 1207 2460 599 1699 67 395 1790 781 1739 1882 2352
Cold_Show	344 521 1232 2483 1535 2230 277 1343 2097 794 1986 388 957 1356 550 2097
Almost_Games	2560 283 2143 335 2197 2103 1743 1970 872 1740 936 1570 2507 415 573
Hourly_News	82 404 1911 2314 2309 2039 586 1951 1502 1639 2221 626 1139 832 1821 2261
Dumb_Cooking	154 2513 147 1917 1789 1188 2411 1110 1389 196 1086 747 582 2423 94 2049
