Hot_Talking	54 1202 1674 2304 1719 2386 2267 492 431 2208 1940 461 1430 2060 1830 2497 1881 106 2317 1467 1696 217 1541 2171 1444 2111 1140 1992 2073 1223 1807 328 1155 1785 703 1370 896 1748 2184 1334 1421 2569 414 1044 459 1126 1007 1859 1798 948 680 1828 170 800 570 1237 621 1473 1057 207 436 1584 281 911 184 851 2507 732 813 2590 547 1695 2522 525 2070 110 2263 1957 2005 674 1874 617 1329 442 631 1594 162 2494 1548 217 707 2077 1156 269 1168 2131
PostModern_Talking	2204 2390 2461 908 803 1063 2492 1309 1249 732 1321 1507 1365 2439 1056 1316 331 1775 366 2476 225 411 1618 65 1522 1782 2075 892 1897 1380 478 664 2084 531 639 899 979 2423 2150 1633 944 1130 1201 2275 2170 2430 1232 49 2616 2099 61 247 105 1179 2423 56 1698 515 1733 1216 1592 1778 358 1432 262 522 815 2259 637 120 1845 2031 824 1898 2006 2266 2346 2357 2171 1728 2042 2598 584 881 291 1920 143 551 791 348 591 1147 1334 1631 1112
Dumb_News	315 610 2621 1497 1099 284 1999 2022 2105 1068 1673 1400 2630 2074 2457 1074 2008 2599 836 1858 1682 1977 1361 237 2466 1651 739 762 845 2435 413 140 1370 814 1197 2441 748 1339 2235 1752 1648 599 1428 1352 656 1901 1065 545
Loud_Sports	2369 916 2281 1832 1969 2551 956 1469 1162 2151 2591 144 799 1344 2191 1779 2101 981 1384 1379 1109 2283 1021 572 709 1291 2323 209 2529 891 1331 1511 2166 84 931 519 841 2348 124 1861 607 1760 890 129 836 1286 2155 2208
Hot_Show	265 353 974 1278 494 2506 2239 730 1389 108 1765 1995 841 1003 1994 1521 2106 455 262 1750 1632 1720 2341 2645 1861 1246 979 2097 129 1475 505 735 2208 2370 734 261 846 1822 2435 331 713 1100 518 2262 868 256 2560
Surreal_Sports	2348 2312 1745 582 912 1394 790 2069 1474 2585 2499 1114 334 520 1063 196 2006 2007 1625 1387 1088 1052 485 1949 2279 134 2157 809 214 1325 1239 2481 1701 1887 2430 1563 746 747 1292 1212 2342 150 1299 2255 684 749 48
Loud_Show	951 2168 979 43 514 991 1356 309 225 554 179 686 491 265 2369 2136 868 531 2080 1699 2318 908 2346 1410 1881 2358 96 1676 1592 1921 1546 2053 1858 1632 1109 876 2235 1898 820 309 2609 2220 1237 834 988 377 911 212
Hourly_Sports	31 2123 2114 1043 1407 2130 530 2012 2006 879 537 428 348 1478 1913 435 1391 2447 2512 1811 1398 863 854 2410 147 870 1897 752 746 2246 1904 1795 1715 218 653 1802 131 1187 1252 2405 2308 2004 310 44 2019 1567 1760 421
Cold_Show	445 387 1982 1618 1044 1763 1989 34 2013 2362 738 41 429 704 1337 1417 436 1747 2306 2016 1812 1754 722 358 2411 503 729 1401 753 1102 2105 1408 1796 2071 77 157 1803 487 1046 1638 2477 463 1792 2015 116 174 1355 838
Surreal_Games	280 1165 1795 1931 1656 1172 211 273 2255 2548 218 1316 597 520 1594 1323 1640 1489 2193 72 1647 2532 535 671 396 2539 1578 1640 995 1288 1585 56 1964 1887 334 63 380 229 1957 1589 214 123 2334 1855 2552 2313 1157 2232
Cold_News	127 538 2135 858 689 1729 1217 2530 2176 2291 2408 1612 1221 1151 343 176 303 196 1830 738 1494 1905 875 2225 2056 469 2584 1270 916 1031 1148 352 2588 2518 1710 1543 1670 1563 1082 2180 1461 1384 2458 2187 2504 2353 430 936
Surreal_Talking	889 39 836 1984 1462 2092 797 1464 2339 564 1213 363 1728 249 508 1138 1902 2569 36 888 2105 1255 774 1922 1613 2243 2226 266 928 1780 1151 301 1879 400 1937 2567 491 1158 2601 826 2256 1406 2203 724 202 832 2164 204 1079 1931 2580 1730 468 1616 1875 2505 642 1309 1403 2255 845 2622 2141 662 353 983 966 1633 2295 520 2518 1668 619 1767 677 1307 1858 1413 478 183 2219 888 881 2251 975 88 1484 2447 376 81 555 1851 353 1723 2009
Cold_Sports	1909 1779 2091 282 1287 2304 470 1066 961 1682 995 2072 1745 1356 373 2597 124 2140 47 1975 649 519 831 1649 27 1044 1837 2433 2328 422 2362 812 485 96 1740 1337 1491 880 1414 455 2491 1776 2500 1757 2128 969 2100 765
Cold_Talking	2127 2461 1911 1098 2077 783 1242 170 1579 1617 179 513 2306 1493 768 2101 217 1772 2258 2296 574 908 997 184 2370 1076 896 2451 2653 64 1892 2226 2599 1786 422 1755 1291 219 1344 1382 867 1201 651 2465 817 2150 2609 1537 319 357 1546 1880 1046 233 2135 841 1584 512 998 1036 1941 2275 2364 1551 1110 2443 2263 1191 1393 1431 632 966 1339 526 1789 495 32 736 941 1978 1123 1198 865 1384 1815 1927 356 1060 1833 243 169 244 1970 2489 2139
Loud_Talking	1537 51 163 225 929 992 2029 322 397 206 725 2008 2120 407 1111 1032 2069 2137 2212 2163 55 2190 2302 447 1151 220 1257 1467 1542 2345 237 2230 2342 2262 339 2177 587 1649 1724 2385 277 1418 1530 1592 2296 2359 769 1689 1764 1573 2092 748 860 1774 2478 2399 809 877 952 903 1422 930 1042 1814 2518 1587 2624 207 282 1085 1604 970 1082 1002 1706 917 1954 645 905 2476 1293 2085 1568 2015 2201 1207 2281 1040 1300 1167 2611 1060 543 67 253 1602
Surreal_Cooking	1644 1275 1670 63 800 690 2380 1994 955 2473 1795 77 259 2628 951 2119 969 1932 1106 1275 384 2642 410 1430 2167 2057 1120 734 2322 1213 535 1444 1626 1368 2318 859 2336 672 2475 1729 2156 1703 1039 811 1201 563 1601 2002
Almost_Sports	2433 2073 2300 1202 2070 1266 1900 210 745 903 1093 2437 2380 2205 730 1630 1980 1213 2032 1267 1173 813 1040 2569 810 2633 640 1577 2112 2270 2460 1177 1120 945 2097 370 720 2580 1083 1207 1156 869 609 2472 608 1764 838 1998
PostModern_Sports	387 653 1454 1025 2540 1918 906 1920 142 1444 2171 1372 1037 1673 1697 2637 489 2568 1926 2163 1754 2020 194 2392 1280 658 2273 660 1509 184 911 112 2404 413 437 1377 1856 1308 666 1670 1063 2398 2509 1825 219 1813 592 1129
Dumb_Games	1175 1716 1762 540 220 576 2324 1731 1929 2248 1184 2293 493 1330 229 1153 1055 2521 1938 198 2542 456 502 1907 1587 1943 1064 471 669 988 2551 1033 1860 70 1596 2520 2422 1261 1275 929 2646 1756 2244 1528 1395 1763 660
PostModern_Games	1942 691 1788 212 1246 846 944 2254 1956 150 1099 1410 1371 860 403 1565 527 275 1113 869 682 2058 528 1579 2613 2213 2311 994 696 1517 2466 150 111 2227 1770 305 1894 1642 1097 1782 1767 808 2584 2344 331 2517 1629
Hot_Sports	607 1673 2427 1124 2316 718 1287 1686 880 2427 332 546 1442 991 2041 2218 302 1553 605 1300 1974 413 1167 2491 1056 2085 27 426 2247 1167 1699 1913 182 2358 781 958 1669 293 2205 69 1924 1085 621 1038 2523 2461 628
Almost_Games	1862 1879 2074 2449 2091 1405 712 1901 359 1634 238 539 2438 2529 467 65 1076 1981 1362 294 602 619 814 1189 831 145 2079 641 1726 374 1605 1906 1178 1269 1834 1432 2443 721 102 2638 1245 1490 56 1942 1400 646 2098 2652
Hourly_Games	587 2420 1116 1451 964 59 827 1014 2414 436 1093 725 1977 1886 1470 991 1688 1449 293 1368 1954 1160 2483 191 2331 1426 2194 2381 1154 1803 2460 2092 717 626 210 2358 428 189 1081 408 348 229 2087 1192 2649 2234 2612 2198
Baked_Games	1177 419 1070 814 851 2424 1595 1820 1635 2098 973 2345 2641 255 647 1723 539 1261 1431 1397 2544 1786 2437 2181 2218 1164 335 560 375 838 2340 1085 1381 1622 2014 463 1906 2628 171 1008 1663 2208 428 2643 338 1845 2248 2243
Baked_Sports	2194 1920 2293 221 1757 743 43 487 1468 306 1493 864 1734 2644 1056 2314 2111 283 767 1877 934 660 1033 1588 497 2110 1410 1854 208 1673 233 2231 474 1384 2423 1054 851 1650 1895 700 2503 1759 1273 1225 882 2543 947
